domain,label,source,domain_age_days
ficicioglu.de,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
denicici.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx,4481
dramaiciciari.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,4113
credit-auto-bicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lokvicici.iptvsmart.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
micicipi.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
de.xixizizicici.store,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
chickibank.au,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
democraticicivici.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
nam.simntit.nicici.adata.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,2613
polatbicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
polatbicici.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
polatbicici.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,204
kwikid.kyc.priv.icici.getkwikid.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ycfguneskiricicit.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicici.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx,4481
bicici.croatia.topdestination.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicrts.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
geciktiricici.palgat.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
daodaocicicishang2866.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
gameicicie.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,581
iddia-bicici-be.arolitec.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
wicicio1.pro,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icbcbank.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx,575
cacibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicimum.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
zicicip-157-89.df.gov.br,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lokvicici.travellove.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicici.croatia.topdestination.de,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
suryaticici32.erwinnila123.my.id,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
optifiiicicidev.betadelivery.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
kiciciuchy.pl,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cibcbank.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icbcbank.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,6959
my.micicipi.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ciciciciciic.altervista.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
imap.egicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicita.bitlen.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.icichfc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww16.pujicicixu.suplikasro.cz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
labicicicletta.ch,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
articicial-grass.click,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
milicicity.forumh.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankbizcircle.raovat9s.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
delicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1477
epicicious.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2673
closdevicici.crm8.dynaics.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicib.com.mintvalley.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
licici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,3674
portal.cicidirect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icbcbank.com.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicita.greenhub.es,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ilicicimpiesnertz.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,442
ecanivicici.arab-spam.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mimicici-qc.direct.quickconnect.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
la.dicicion.mia.es,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mengzhicici.5ddd.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
a.mx.icicibank.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,5321
uaticicifadminapi.mgrant.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,1583
miglioribicicitta.altervista.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
caricicijitu.store,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
caricicijitu.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
spicicisma.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,410
icici-tourism.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,4687
crmapi.icicirise.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dodicicinque.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,405
pejuangjpgacor.vip.prediksicici.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-ecollect-prod.flamingotravels.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,7321
lokvicici.hr,Phishing,mock_Mock_Data_01_08_2025.xlsx,3381
cicici.ggff.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bogazicicimento.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,383
plasticicicles.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ld-icici.toss4u.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ficicilar.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,358
icicipointin.sbs,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
alicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,143
biciciclismo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,6656
icicirtgsbcob.bhagyodayabank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
pinarficici.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,327
iciciapi.lyra-network.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,925
pinarficici.com.tr,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
chuaicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bogaziciciftlik.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2115
onicici.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
viveplata.com.huicicilagold.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicici.synology.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicic.carreers.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
poshn-icici-uat-stage.poshn.app,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicivd.xyzb.netww.22fd810e.nip.io,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicinet.gslb-off.wealthmanagement.cz,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
testicicipg.store,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicici.bmm.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,7140
icicimov.rents.ws,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww25.icici.myclassbord.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.dpdns.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ozficici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,7833
picicipo.hu,Phishing,mock_Mock_Data_01_08_2025.xlsx,425
jogroun-0.weicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
aricicichi.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx,4481
aricicichi.synology.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bmwicici.de,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicic.jp,Phishing,mock_Mock_Data_01_08_2025.xlsx,2829
lericicittacreativa.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,1747
gjergjicici.johndoegroup.de,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.vskkl.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicicilento.de,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ivanlovricici.us1.hostry.host,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.iciuser.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,416
kikicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,719
notexistsicici.careeers.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
omerbicici.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx,4481
rusticiciclecows.mylearndash.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
isidicici.store,Phishing,mock_Mock_Data_01_08_2025.xlsx,288
aicicinnovative.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2581
ww1.ciitbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
picicicik.startporno.hu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
giavicici.asia,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
lfotpicicibank.coj.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww1.ciitbank.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,3393
nicicita.ch,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
pinfo.icici.grop.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
uang-pangkal-bisa-dicicil.depressiond.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ticici.direct.quickconnect.to,Phishing,mock_Mock_Data_01_08_2025.xlsx,4481
panificicialoni.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,1638
clicici.chateauduvice.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
batuhanficici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dicicipua.cdnapp.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
console.icici.buildint.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
levgreen.com.ua,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibanktitaniumcard.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
myicicibank.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankhomeloan.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
hicicie.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibanksip.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicicardoffer.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciinnovations.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,238
hvkn4feaq6ic1cihhbg80ncmghh58116.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicta.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,239
onicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,239
icicibanking.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,239
lclclbank.ng,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicapitalllc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,239
icic.bet,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.sandbox-superset.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicic.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-world.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,246
icicipersonalloan.doodlekit.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
safimoneytransfer.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,247
57e0d8d2686c.mail.iciciprulife.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciloans.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,248
iciciconcepts.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,248
icicbet.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,249
icicisecurities.vip,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-investment.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,250
selma-bicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,258
selma-bicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dolmetscher-bicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,258
ccicicilod.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,268
cicicicicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,269
icicilbank.sbs,Phishing,mock_Mock_Data_01_08_2025.xlsx,281
icicillbank.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx,282
icicibanlk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,251
aaadvantage.io,Phishing,mock_Mock_Data_01_08_2025.xlsx,292
scifidubai.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,252
iiainfotech.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
rcipromotions.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dmpromotion.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,253
lalpuricicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,252
icici.crediwatch.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibanksales.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
800e3e8e5b30.ngrok.io,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ici.cibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icic.ibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.bank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciba.nk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicimoney2india.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,7607
bank-icici.cyou,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicbank.finance,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mx7.icicibanklogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
videokyc.icicibsnk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicin.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,254
icicin.ch,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciclo.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,258
cicici.xin,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
4ward25.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
zicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2485
www.moviez.ml,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciaccount.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankestatement.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankmerchant.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibanknriservices.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicihfcfd.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
onlineicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icico.xyz,Phishing,mock_Mock_Data_01_08_2025.xlsx,254
icicin.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,254
icicin.biz,Phishing,mock_Mock_Data_01_08_2025.xlsx,254
bit.ly,Phishing,mock_Mock_Data_01_08_2025.xlsx,6506
icici.candlesrider.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicin.eu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.figo.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,3558
icicingenieria.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,1817
cicici.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,272
icicicarrier.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.securehostdns.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.ci,Phishing,mock_Mock_Data_01_08_2025.xlsx,1798
icicic.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,240
icici.sbi.au,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
xn--ccbank-2vabb.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
xn--ccbank-h8abb.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
xn--ccbank-vvabb.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
loginindusinds.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
indusindslogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicidirect.finux.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
spocto360-icici.smartcollect.digital,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.carriers.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,3668
icici.billpro.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicirewardspro.in.ultimacare.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.toll.cust.it,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
kyc-icicimpocket3385-f6f3ab.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
apps.iciciprupms.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
apicici.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.reliablegroupindia.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.inifinity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciservices.fasteasy.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,2332
icici.wrms.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.fastage.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
managecredit.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.comvanguard.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-preprod-analytics.thewitslab.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
sklep-detal.elgon.pl,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicin.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,254
icicin.info,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciclo.com.br,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
pop.icicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ilmds.icicilombard.com.us.cas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ilmds.icicilombard.com.mcas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
mailout.ext.icicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
posta.ext.icicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.hmi-tech.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,4607
gpvpn.icicicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww25.eazypayicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.pertsol.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.nexusi.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,4854
icicibank.rf.gd,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bicicimimarlik.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
biciciyapi.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibanklimitedindia.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iccebank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicicustomercare.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,164
gpvpn.icicibannk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.icicibank-personalloan-bangalore.digiloan.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,339
acqweb.iciciank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww25.icici.myclassboard.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.flg.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,5594
tw.icicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
alumni.icicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.five.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,7692
mail.comune.icici-bank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww35.icicibannk.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
com.ext.icicbank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.co.in.familytiessc.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankaccounts.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bk.icicibanklogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
bnk-en.icicibanklogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dgw.icicibanklogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww17.w.icicibanklogin.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ww25.autodiscover.icicibank.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
www.icicibankpersonalloanbangalore.digitloan.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,1843
iccank.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,543
icici.dev.sharajman.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicicic.cn,Phishing,mock_Mock_Data_01_08_2025.xlsx,175
icici.kudosfinance.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,5828
icici.cdotbihar.org,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.nu,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cici.city,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicici.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankltd.ph,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
demo.icicihfc.gravithy.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
foreveryoung.vip,Phishing,mock_Mock_Data_01_08_2025.xlsx,3556
advantage.finance,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank-data.pilotlogistics.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
nlnlkicicibank-staging.kaluga24.tv,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicci.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,257
iciclient.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,633
icicibnk.ae,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icic.r.top,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-lombard.fm,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-lombard.la,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicudirect.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicidirect.me,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icividirect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicldirect.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iclcidirect.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
ivicidirect.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicidireft.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
dsaicicibank.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
foreveryoung.recipes,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
qkns-icici-prod1-centralindia-01.regional.azure-api.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
qkns-icici-prod1.configuration.azure-api.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicilombardgeneral.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,2037
qkns-icici-prod1.management.azure-api.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
qkns-icici-prod1.portal.azure-api.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
qkns-icici-prod1.scm.azure-api.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
qkns-icici-prod1.unique.azure-api.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
qkns-icici-prod1.unique.developer.azure-api.net,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
eiciciportal.loginsupport.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,1240
universal-api-dot-icicibank-c4m.appspot.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankconnect.co,Phishing,mock_Mock_Data_01_08_2025.xlsx,2177
icicilombardoverseastravelinsurance.ooo,Phishing,mock_Mock_Data_01_08_2025.xlsx,1750
icicilombard24x7.ooo,Phishing,mock_Mock_Data_01_08_2025.xlsx,1750
icicibankonnect.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,2177
icici.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx,1031
icici.manjusree.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibanksales.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,258
icicihfc.foxboxrewards.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibanknet.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibankpaytm.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.bo,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
hussam22icici.website,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicicorporatebanking.co.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
encryption-icicibank.snnhbdwfk.ru,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicimaster.kittybloger.strutlearning.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicibank.cardservice.in,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
cicibnk.online,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icicilombardtravel.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,6616
icici.git.gitlab.git.git.winetrove.co.uk,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.platinum.cc,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.indiafilings.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
accounts.icici.eximfiles.io,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici.bankifsccode.finance,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
assets.icicibank.com.mcas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
assets.icicibank.com.admin-mcas.ms,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
icici-icici-stagingproxy.cloud.sitefinity.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
iciciservices.dspfastrecharge.com,Phishing,mock_Mock_Data_01_08_2025.xlsx,-1
